full_text,processed_text_sastrawi,label
gibran layak capres walikota ayahnya pilkada diadakan covid salah hasilnya gibran iparnya walikota gibran politisi instan bivitri,gibran layak capres walikota ayah pilkada ada covid salah hasil gibran ipar walikota gibran politis instan bivitri,netral
politisi indonesia yuk coba ajuin,politis indonesia yuk coba ajuin,netral
politisi taik loe loe akademisi bela jokowi narasi politik,politis taik loe loe akademisi bela jokowi narasi politik,positif
janji politisi masukin hati,janji politis masukin hati,netral
politisi ala begawan dorno mass mh podo beda tipis,politis ala begawan dorno mass mh podo beda tipis,netral
politisi hipokrit perubahan sikap telor berjalan ya,politis hipokrit ubah sikap telor jalan ya,positif
berbeda politisi berpendapat manapun otak allah berpikir pendapat politisi masuk relevan gak pendapat orang telen mentah mentah dicerna maksudnya manfaatnya dll,beda politis dapat mana otak allah pikir dapat politis masuk relevan gak dapat orang telen mentah mentah cerna maksud manfaat dll,positif
lha politisi jepat posting umur muda didukung usia warasss oleng,lha politis jepat posting umur muda dukung usia warasss oleng,positif
aja politisi masuk anginan kalo dendam cakimin dendam mega otak utama kejatohan gusdur,aja politis masuk angin kalo dendam cakimin dendam mega otak utama kejatohan gusdur,positif
politisi watak politisi aja menikmati narasi protes narasi,politis watak politis aja nikmat narasi protes narasi,positif
bertingkah laku kaya politisi ngga malu orang pola pikirnya kerdil naif pintar bloon cerdas berakal sehat kebayang dikeseharian hidupnya,ting laku kaya politis ngga malu orang pola pikir kerdil naif pintar bloon cerdas akal sehat bayang hari hidup,positif
partai aja udah jiperudahlah politisi tua pensiun aja,partai aja udah jiperudahlah politis tua pensiun aja,positif
namanya takut lurah partai sekelas golkar aja tunduk lurah lg politisi kaleng yg tunduk lurah,nama takut lurah partai kelas golkar aja tunduk lurah lg politis kaleng yg tunduk lurah,negatif
samasekali kebanyakan politisi hakim percaya keberadaan maha kuasa,samasekali banyak politis hakim percaya ada maha kuasa,netral
jaemin kalo gak idol keknya politisinerusin bisnisjadi dokter yg berpengaruhhal yg berbau koneksi org korea,jaemin kalo gak idol kek politisinerusin bisnisjadi dokter yg berpengaruhhal yg bau koneksi org korea,positif
janji janji politisi capres milih pencalonan capres gak drama lesser evil,janji janji politis capres milih calon capres gak drama lesser evil,positif
mendingggggg politisi masi duit ma sembako cm dosaaaaaa,mendingggggg politis mas duit ma sembako cm dosaaaaaa,netral
cangkem politisi pagi dele sore tempe,cangkem politis pagi dele sore tempe,netral
ha khas janji politisi banget janji langit realisasinya ya isi,ha khas janji politis banget janji langit realisasi ya isi,netral
politisi kutengok,politis tengok,netral
sosok yg relijiyes omongan politisi mah lbh parah ucapan kolonialis yg menjajah negeri,sosok yg relijiyes omong politis mah lbh parah ucap kolonialis yg jajah negeri,positif
kemana suara bijak politisi berani ngomong kemana jati politik sikap orang berubahubah,mana suara bijak politis berani ngomong mana jati politik sikap orang berubahubah,positif
pandai diundang forum utk ngomong hasil kerjanya politisi gitu gak ya,pandai undang forum utk ngomong hasil kerja politis gitu gak ya,positif
politisi si badut sulap,politis si badut sulap,netral
akademisi politisi,akademisi politis,netral
manusia yg sempurna capres memiliki problematikanya tdk yg ideal knp ya tdk muncul yg agamis nasionalis tdk serakah koruptor sdh diwakili model politisi partai islam nasionalis tdk yg bersih dr korupsi,manusia yg sempurna capres milik problematikanya tdk yg ideal knp ya tdk muncul yg agam nasionalis tdk serakah koruptor sdh wakil model politis partai islam nasionalis tdk yg bersih dr korupsi,positif
ati korupsi diperiksa polisi majelis keluarga terbentuk korupsi anggaran t ngalir dicekek amp ditampar tp ditutupi menteri korupsi politisi senior bebek mengikuti politisi yg agama alat suara republik,ati korupsi periksa polisi majelis keluarga bentuk korupsi anggar t ngalir cekek amp tampar tp tutup menteri korupsi politis senior bebek ikut politis yg agama alat suara republik,negatif
calon politisi handal,calon politis handal,netral
politisi mendulang suara theis theis percaya politisi terbiasa ditipu agamanya,politis dulang suara theis theis percaya politis biasa tipu agama,positif
politisi plinplan yo pengkritiknya mengkritik keplinplanannya trus habis ngritik kerikan duit gantian pengkritik plinplan aja,politis plinplan yo kritik kritik plinplan trus habis ngritik keri duit ganti kritik plinplan aja,positif
ucapan pelatih laga dg ucapan politisi menjelang pemilu terjebak sobat,ucap latih laga dg ucap politis jelang milu jebak sobat,negatif
maaf prof etika politik emang politik ber etika sampeyan akademisi politisi jdi beretika nya beda,maaf prof etika politik emang politik ber etika sampeyan akademisi politis jdi etika nya beda,negatif
kalo lu cari bau harum cari dunia politik parfum semahal apapun berbeda endusan politisi,kalo lu cari bau harum cari dunia politik parfum mahal apa beda endus politis,positif
sakarepmu bro percaya ocehan politisi kau udah nonton video adian hasto,sakarepmu bro percaya oceh politis kau udah nonton video adi hasto,positif
diskusi terbuka nggak gunanya kalo lawan uki diplomat politisi ngomongnya muter muter ngambang a jawabannya c d jawabannya s,diskusi buka nggak guna kalo lawan uki diplomat politis ngomongnya muter muter ngambang a jawab c d jawab s,positif
pijakan moral orang politisi yg moralnya tp dukung yg terbaik yg blm ttp jokowi mencontohkan moral yg jelek dukung,pijak moral orang politis yg moral tp dukung yg baik yg blm ttp jokowi contoh moral yg jelek dukung,positif
rakyat latar foto ramai sang politisi caprescawapres memilih alasan orang ramai hadir beragam alasan orang hadir sematamata memilih sang tokoh alasan minim,rakyat latar foto ramai sang politis caprescawapres pilih alas orang ramai hadir agam alas orang hadir sematamata pilih sang tokoh alas minim,negatif
potret politisi caprescawapres senang berfoto latar massa ramai rakyat berjubeljubel layaknya mengeluelukan sang politisi caprescawapres langsung diklaim lihat pendukung hebat,potret politis caprescawapres senang foto latar massa ramai rakyat berjubeljubel layak mengeluelukan sang politis caprescawapres langsung klaim lihat dukung hebat,positif
jokowi politisi handal pengusaha masuk politik membenahi kota solo yg tdk berkembang tyt kerjanya bagus dilirik partai partai sy pikir jiwanya pengusaha tdk tertarik bikin partai,jokowi politis handal usaha masuk politik benah kota solo yg tdk kembang tyt kerja bagus lirik partai partai sy pikir jiwa usaha tdk tarik bikin partai,positif
politisi yg gitu,politis yg gitu,positif
bijak politisi bocil yg dah beranjak dewasa,bijak politis bocil yg dah anjak dewasa,positif
kalo utk knp ga utk politisi kalo ga diatur mending atur aja biar dpnnya tdk satupun yg dirugikan diuntungkan,kalo utk knp ga utk politis kalo ga atur mending atur aja biar dpnnya tdk satu yg rugi untung,positif
politisi pdip andreas hugo benarkan pernyataan adian proyek periode persatu buka suara,politis pdip andreas hugo benar nyata adi proyek periode satu buka suara,netral
politisi yg kontra sih kehilangan lahan duitnya bisnis ilegal,politis yg kontra sih hilang lahan duit bisnis ilegal,negatif
sumpah politisi berkebalikan,sumpah politis balik,netral
kesehatan akal nalar sisakan ruang akal utk ketidakpercayaan politisi janji skeptis kadang,sehat akal nalar sisa ruang akal utk ketidakpercayaan politis janji skeptis kadang,positif
kehilangan idealismenya partai anak muda harapan lahirnya politisi yg jernih sih salut mas,hilang idealisme partai anak muda harap lahir politis yg jernih sih salut mas,negatif
gimana lha pucuk pimpinan aja dipilih politisi bawahnya gimana gerbongnya,gimana lha pucuk pimpin aja pilih politis bawah gimana gerbong,positif
cium tangan berhala cawapres wakanda kasian politisi wakanda asap dapur berhala disembah hidup klo sembah berhala gunanya,cium tangan berhala cawapres wakanda kasi politis wakanda asap dapur berhala sembah hidup klo sembah berhala guna,netral
politik seni mumetno negoro hukum mainan politisi,politik seni mumetno negoro hukum main politis,netral
pelaku kejahatan ham pelaku politik dinasti sdh lakukan kecurangan yg merusak negara politisi yg integritasnya rendah berpotensi jd alat jokowi amp oligarki utk melanggengkan kekuasaan mengurus negeri buruk,laku jahat ham laku politik dinasti sdh laku curang yg rusak negara politis yg integritas rendah potensi jd alat jokowi amp oligarki utk langgeng kuasa urus negeri buruk,positif
terbukti asli politisi salah negarawan sisi sbg manusia yg naif,bukti asli politis salah negarawan sisi sbg manusia yg naif,positif
politisi pandai bersilat lidah sungkan menjilat ludahnya,politis pandai silat lidah sungkan jilat ludah,netral
betuuljgn pilih politik dinastijgn pilih politisi yg suka loncat loncat setujuuuuuu,betuuljgn pilih politik dinastijgn pilih politis yg suka loncat loncat setujuuuuuu,netral
politisi standar ganda idealisme ganda prinsip ganda,politis standar ganda idealisme ganda prinsip ganda,netral
sodorilah calon pemimpin mumpuni calon pemimpin diusung politisi menitipkan kepentingannya udah disodorin gama lha memaki yg,sodor calon pimpin mumpuni calon pimpin usung politis titip penting udah disodorin gama lha maki yg,positif
jokowi kagumi henri subiakto akademisi politisi partai politik diundang ceramah partai kali pemilu partai yg pilih belain mendukung koalisi,jokowi kagum henri subiakto akademisi politis partai politik undang ceramah partai kali milu partai yg pilih bain dukung koalisi,positif
gayanya otaknya beda spek anies dah ngajar cak imin politisi dah puluhan jd politis ganjarmahfud gak jelek public speakingnyanamun pasif karakternya prabsgibs yg gw serem prabs terbata amp srg stuck amp lupa ngomong apagib ngapalin naskah,gaya otak beda spek anies dah ngajar cak imin politis dah puluh jd politis ganjarmahfud gak jelek public speakingnyanamun pasif karakter prabsgibs yg gw rem prabs bata amp srg stuck amp lupa ngomong apagib ngapalin naskah,positif
merpati ingkar janji politisi seringkali lupa janji malulah merpati,merpati ingkar janji politis seringkali lupa janji malu merpati,netral
orangorang udah tau ya ga direspon aga nyelekit benul dipikir bener politisi blunder macem apapun aman gakena cancel omongannya nyebar sirkel orang terdekatnya ngeri bro jyaleg aja lgsg dikuliti,orangorang udah tau ya ga direspon aga nyelekit benul pikir bener politis blunder macem apa aman gakena cancel omong nyebar sirkel orang dekat ngeri bro jyaleg aja lgsg kulit,positif
hadehhh politisi psi skrg buruk drpd politisi pks,hadehhh politis psi skrg buruk drpd politis pks,positif
partai bercokol politisi yg gaek dg gaya komunikasi yg kacau intimidasi kader utk meraih suara tdk berkomunikasi komunitas tdk berguna,partai cokol politis yg gaek dg gaya komunikasi yg kacau intimidasi kader utk raih suara tdk komunikasi komunitas tdk guna,positif
angin perubahan membuka aurat politisi pendukung rezim kagak bang,angin ubah buka aurat politis dukung rezim kagak bang,negatif
tetaplah mjd akademisi akademisi mulia politisi bosan mencintai republik,tetap mjd akademisi akademisi mulia politis bosan cinta republik,positif
masyarakat dibuai janji lupa politisi negeri basa basi,masyarakat buai janji lupa politis negeri basa basi,positif
tujuan bernegara mencerdaskan kehidupan bangsa iq politisi pejabat cerdas menipu mengakali rakyat uu putusan pengadilan rakyatnya disibukkan ngetes ketahanan jalanan yg jam dicor,tuju negara cerdas hidup bangsa iq politis jabat cerdas tipu akal rakyat uu putus adil rakyat sibuk ngetes tahan jalan yg jam cor,positif
aib politisi bongkar politisi lawan politisi jgn soq sucisuka umbar kejelekan orang udah jelek,aib politis bongkar politis lawan politis jgn soq sucisuka umbar jelek orang udah jelek,positif
yaminimal sdh dpri kaya lahbukan politisi karbitan walikota karenakan bapaknya dprd dprd pucuk pimpinan perusahaan multinasional jugamasa nggak faham kawakan jd politisi ri,yaminimal sdh dpri kaya lahbukan politis karbitan walikota karena bapak dprd dprd pucuk pimpin usaha multinasional jugamasa nggak faham kawak jd politis ri,positif
anak dokter pengen dokter anak politisi kades bupati,anak dokter ken dokter anak politis kades bupati,netral
masak sih pengamat politisi ahli survey yg mendidik dikit sih mas,masak sih amat politis ahli survey yg didik dikit sih mas,positif
gibran anak muda butuh kesempatan bapaknya presiden kupikir sukses mimpin solo lompatan ya anak politisi politikus anak dokter dokter btw anaknya gd mbak yenny siapasiapa,gibran anak muda butuh sempat bapak presiden pikir sukses mimpin solo lompat ya anak politis politikus anak dokter dokter btw anak gd mbak yenny siapasiapa,positif
moral etik seringkali berlaku politik menuntut politisi malu menuntut pohon sirih berbuah semangka,moral etik seringkali laku politik tuntut politis malu tuntut pohon sirih buah semangka,negatif
syarat mutlak politisi pandai bersilat lidah ya,syarat mutlak politis pandai silat lidah ya,netral
yo gk nyambungtetanggaku bapake taniibuke jualan dipasar lha cocok tanam anake yg sarjanapengusahapolitisi,yo gk nyambungtetanggaku bapake taniibuke jual pasar lha cocok tanam anake yg sarjanapengusahapolitisi,positif
politisi janji diingkari,politis janji ingkar,netral
kemaren pks pkb menolak politisi cangkemnya mencla mencle,kemaren pks pkb tolak politis cangkemnya mencla mencle,positif
paman nya ketua mk politisi musti logika protes muda nya proses mk yg tdk mmg dirancang utk lolosin aturan geser narasi org protes umur kelezzz,paman nya ketua mk politis musti logika protes muda nya proses mk yg tdk mmg rancang utk lolosin atur geser narasi org protes umur kelezzz,positif
politisi kalo rekening nya ga steril akibatnya kalo ga bodoh ya gila,politis kalo rekening nya ga steril akibat kalo ga bodoh ya gila,positif
oh politisi ngomongin bahasa konsultasi kpd linguis orang yg sok ttg bahasa jgn nambahnambahi,oh politis ngomongin bahasa konsultasi kpd linguis orang yg sok ttg bahasa jgn nambahnambahi,positif
ngga bosan modal utama politisi tebal muka mudah lupa tebal muka yg utama perdana yg bertentangan dg nuraninya jamin,ngga bosan modal utama politis tebal muka mudah lupa tebal muka yg utama perdana yg tentang dg nurani jamin,positif
salam pagi indonesia jokowi presiden berhasil membangun sikap amoralitas munafik hukum politik tumbuh subur kalangan politisi pejabat membangun dinasti kekuasaan malu etika,salam pagi indonesia jokowi presiden hasil bangun sikap amoralitas munafik hukum politik tumbuh subur kalang politis jabat bangun dinasti kuasa malu etika,positif
denger istilah dipake politisi gregetan pengen pake istilah yg terdengar keren gak tau terkesan goblok tau,denger istilah dipake politis gregetan ken pake istilah yg dengar keren gak tau kes goblok tau,positif
partai politisi kadernya kecuali partai yg kader anggotanya licik menguntungkan diam fitnah menjatuhkan lawan ketua hanyak moncong penjilat,partai politis kader kecuali partai yg kader anggota licik untung diam fitnah jatuh lawan ketua hanyak moncong jilat,positif
ya abang politisi bicara sesuai kepentingan,ya abang politis bicara sesuai penting,positif
gak papa mas anies emang pandai lbh dr politisi yg pandai bohong bilang gak gak faktanya kebalikan,gak papa mas anies emang pandai lbh dr politis yg pandai bohong bilang gak gak fakta balik,positif
insting bu mega kuat beliau politisi kemarin sore karbitan semoga sehat,insting bu mega kuat beliau politis kemarin sore karbitan moga sehat,negatif
fix udah politisi sebentar kayq ruhut,fix udah politis sebentar kayq ruhut,netral
politisi bermuka tebal tahan malu,politis muka tebal tahan malu,netral
fasih bener ente pengecut jiwa ente bejat bikin malu politisi muslim pki sj kowe ri,fasih bener ente kecut jiwa ente bejat bikin malu politis muslim pki sj kowe ri,positif
cak imin yg semangat politisi culas,cak imin yg semangat politis culas,positif
politisi muda yg labil,politis muda yg labil,positif
merpati tdk gontaganti pasangan politisi yg suka loncat loncat kyk kutu loncat tdk brother,merpati tdk gontaganti pasang politis yg suka loncat loncat kyk kutu loncat tdk brother,positif
tlg jauhi politisi pejabat laknat,tlg jauh politis jabat laknat,netral
yg jgn telan mentah amp baper politisi bicara you knowlahheheee,yg jgn telan mentah amp baper politis bicara you knowlahheheee,positif
sebal dg politisi pejabat negara yg kebijakan diawali dg kalimat sholat istikharah dzikir nggak publik takutnya depannya pilihannya salah dijadikan tameng membela,sebal dg politis jabat negara yg bijak awal dg kalimat sholat istikharah dzikir nggak publik takut depan pilih salah jadi tameng bela,positif
komparasi yg tdk apple to apple kebodohan politisi ya,komparasi yg tdk apple to apple bodoh politis ya,netral
pesimis pesan rabi didengar pemerintah politisi berkostum agama ajaran agama,pesimis pesan rabi dengar perintah politis kostum agama ajar agama,negatif
yg ditawarkan anies bentuk politik bahasa dlm arti pengembanfan bahasa nasional sumberdaya politik tdk bnyk politisi yg paham kebijakan bahasa dlm nation building nation progress,yg tawar anies bentuk politik bahasa dlm arti pengembanfan bahasa nasional sumberdaya politik tdk bnyk politis yg paham bijak bahasa dlm nation building nation progress,netral
merpatiburung merpati politisi pelihara burung jenis,merpatiburung merpati politis pelihara burung jenis,netral
mending prcaya kang obat dripada politisi,mending prcaya kang obat dripada politis,netral
sumpah politisi wkwkwwk,sumpah politis wkwkwwk,netral
ganjar mahfud tokoh politisi yg berjalan beriringan masyarakat,ganjar mahfud tokoh politis yg jalan iring masyarakat,negatif
politisi yg dipercaya,politis yg percaya,positif
sdh buta mmng politisi negri inibuta kekuasaangt lihat video komunitas bambu,sdh buta mmng politis negri inibuta kekuasaangt lihat video komunitas bambu,positif
taik kayak udah jago aja nikmatilah hidup politisi emang yg bener,taik kayak udah jago aja nikmat hidup politis emang yg bener,positif
politisi gerindra alasan erick thohir cawapres,politis gerindra alas erick thohir cawapres,positif
hancur pd ditinggalkan rakyat yg mempercayakan pilihan pd pd buah dr ambisi utk negara bangsa ketumnya dewasa sbg politisi msh manja cengeng sang ortunya membela anaknya yg tdk berfikir waras,hancur pd tinggal rakyat yg percaya pilih pd pd buah dr ambisi utk negara bangsa tum dewasa sbg politis msh manja cengeng sang ortunya bela anak yg tdk berfikir waras,positif
down grade politisi penjilat,down grade politis jilat,netral
dg dukungan politisi busuk lembaga busuk aparat busuk indonesia dikuasai keluarga busuk rakyat membiarkan,dg dukung politis busuk lembaga busuk aparat busuk indonesia asai keluarga busuk rakyat biar,negatif
diskon biodata maura magnalia madyaratri anak sulung politisi nurul arifin biografi biodata maura magnalia madyaratri anak sulung politisi nurul arifin biografidibalikmalam biografi profil biodata maura magnalia madyaratri anak sulung kayonna toko,diskon biodata maura magnalia madyaratri anak sulung politis nurul arifin biografi biodata maura magnalia madyaratri anak sulung politis nurul arifin biografidibalikmalam biografi profil biodata maura magnalia madyaratri anak sulung kayonna toko,netral
psi menjauh idealisme partai anak muda bohirnya orbau menghadapi perilaku politisi mengejar kekuasaan an sich,psi jauh idealisme partai anak muda bohirnya orbau hadap perilaku politis kejar kuasa an sich,positif
heran sikapnya bang politisi bunglon menyesuaikan lingkungan biar selamat wkwkwk,heran sikap bang politis bunglon sesuai lingkung biar selamat wkwkwk,positif
kebenaran kebenaran politisasi kebenaran adl senjata politisi dianggap wajar iklim politik terlepas politik buruk kebenaran tindak korupsi diungkap pencapresan yg mengungkap kebenaran periode,benar benar politisasi benar adl senjata politis anggap wajar iklim politik lepas politik buruk benar tindak korupsi ungkap pencapresan yg ungkap benar periode,negatif
pengamat politisi ngedabrussss,amat politis ngedabrussss,netral
memanglah pilar politik kepentingan kebenaran kemarin kebenaran diingkari kebenaran dinyanyikan kepentingan dianggap wajar kualitas politik politisi,memang pilar politik penting benar kemarin benar ingkar benar nyanyi penting anggap wajar kualitas politik politis,negatif
do you knows halal food booming favorit negara maju jepang australia nz eropa inggris bule wanita berbondong masuk islam indonesia islam terbesar dunia bajingan politisi psi mencemar nama islam ngaca,do you knows halal food booming favorit negara maju jepang australia nz eropa inggris bule wanita bondong masuk islam indonesia islam besar dunia bajing politis psi cemar nama islam ngaca,negatif
politisi kena ilmu pelet nyi roro kidul kwkkkkkkkk tmsk politisi,politis kena ilmu pelet nyi roro kidul kwkkkkkkkk tmsk politis,netral
pemikiran bodoh anis solusi negeri bos percaya politisi soriamat,pikir bodoh anis solusi negeri bos percaya politis soriamat,positif
meniti karir sulit bener politisi dpt dukungan pejabat,titi karir sulit bener politis dpt dukung jabat,positif
sdh curiga mas fahri hamzah politisi original the real politician stlh lihat podcast dg,sdh curiga mas fahri hamzah politis original the real politician stlh lihat podcast dg,positif
jakarta politisi pdi perjuangan pdip budiman sudjatmiko resmi dipecat megawati soekarnoputri pemecatan buntut dukungan budiman prabowo subianto budiman menerima surat pemecatan kader pdip beda,jakarta politis pdi juang pdip budiman sudjatmiko resmi pecat megawati soekarnoputri pecat buntut dukung budiman prabowo subianto budiman terima surat pecat kader pdip beda,positif
golongan mencla mencle seprti politisi pdip yg mbak nama politisi pdipnya ya mbak,golong mencla mencle seprti politis pdip yg mbak nama politis pdipnya ya mbak,positif
politisi yg sdh pro klo berbohong jarak rentang bulanan tahunan bocil amatiran hitungan ngomongnya mencla mencle yg wapres rusak negara,politis yg sdh pro klo bohong jarak rentang bulan tahun bocil amatir hitung ngomongnya mencla mencle yg wapres rusak negara,positif
sebentar depanmu politisi,sebentar depan politis,netral
janji politisi seringkali terealisasi,janji politis seringkali realisasi,netral
bacotan politisi gak berkuasa ya kek gini semunafik dibawa keliatan bebek ente ayam,bacot politis gak kuasa ya kek gin munafik bawa liat bebek ente ayam,positif
info mudah wikipedia yak politisi karir pengalaman mencalonkan proses menimbulkan kontroversi,info mudah wikipedia yak politis karir alam calon proses timbul kontroversi,negatif
janji politisi gak kepenuhan,janji politis gak penuh,positif
politisi lancau kelen,politis lancau kelen,netral
politisi gitu yaa dimari hh konsisten kepleset omongannya auto didemo kalo politisi lempeng auto dicari kesalahannya biar kepleset,politis gitu yaa mari hh konsisten kepleset omong auto demo kalo politis lempeng auto cari salah biar kepleset,positif
semoga tuhan menyelamatkan indonesia dr calon penguasa yg tamak pendukungnya dr partai politisi yg mencla mencle gw doa bnyk masyarakat indonesia tuhan mengabulkannya,moga tuhan selamat indonesia dr calon kuasa yg tamak dukung dr partai politis yg mencla mencle gw doa bnyk masyarakat indonesia tuhan kabul,positif
kritik kritik membela p jkw selesai gagah dinilai haus menjabat melanggengkan politik identitas dibiarkan preseden buruk pemilu dibawah pilpres besok politisi malu terang terangan dinasti,kritik kritik bela p jkw selesai gagah nilai haus jabat langgeng politik identitas biar preseden buruk milu bawah pilpres besok politis malu terang terang dinasti,positif
bang qodari jgn cm orientasi menang kalah pendukung jkw krn kebijakan hasilnya krn sosok bg qodari nd cocok jd pengamat lg cocok jd politisi cm politisi yg sikap membela yg pokokny dicari dalil pembenaran,bang qodari jgn cm orientasi menang kalah dukung jkw krn bijak hasil krn sosok bg qodari nd cocok jd amat lg cocok jd politis cm politis yg sikap bela yg pokokny cari dalil benar,positif
janji politisi materi standup comedy,janji politis materi standup comedy,netral
presidenjokowi konsisten sibuk rakyat politisi busuk buzzer berbayarsibuk tebar fitnah pembusukan karakterpajokowitujuannya menghapus prestasi kerja sbg presiden terhebat memupuk kebencian kelirurakyat jokowi,presidenjokowi konsisten sibuk rakyat politis busuk buzzer berbayarsibuk tebar fitnah busuk karakterpajokowitujuannya hapus prestasi kerja sbg presiden hebat pupuk benci kelirurakyat jokowi,positif
fahri hamzah lupa politisi,fahri hamzah lupa politis,netral
janji politisi percaya coba tebak,janji politis percaya coba tebak,netral
politisi tanda,politis tanda,netral
uki jd politisi sampah sisa william sarana psi yg integritas amp ideologi uki ideologinya kuat aja kyk partai yg oportunis,uki jd politis sampah sisa william sarana psi yg integritas amp ideologi uki ideologi kuat aja kyk partai yg oportunis,positif
abah jga dukung wowo jga kalah tiada beliau tdak berpengaruh karna ranahnya sbg politisi,abah jga dukung wowo jga kalah tiada beliau tdak pengaruh karna ranah sbg politis,positif
jd politisi yg kompeten yg muda yg reformis,jd politis yg kompeten yg muda yg reformis,positif
ga tau tau politik masyarakat non politisi berbicara objektif buruknya terukur perasaan meluangkan menghadapi buzzer narasinya jelek banget kek harapan indonesia dipemilu kali,ga tau tau politik masyarakat non politis bicara objektif buruk ukur asa luang hadap buzzer narasi jelek banget kek harap indonesia milu kali,positif
cobalah jd politisi yg kompeten,coba jd politis yg kompeten,positif
mbah anaknya jg disuruh jd politisi krna kalah trs amp gak berkuasa aja jd gak dinasti,mbah anak jg suruh jd politis krna kalah trs amp gak kuasa aja jd gak dinasti,positif
gus imin berbicara politisi kutu loncat menurutnya kutu loncat politisi jalannya shgga jk berhsil dsbut pahlawan klw gagal dsbut pecundang riang gembira berjiwa pemimpin,gus imin bicara politis kutu loncat turut kutu loncat politis jalan shgga jk berhsil dsbut pahlawan klw gagal dsbut cundang riang gembira jiwa pimpin,positif
politisi negeri mencontoh adegan video,politis negeri contoh adegan video,netral
politisi muda belajar abang adian,politis muda ajar abang adi,netral
bang ade armando politisi cari aman kejepit udah koar koar dukung ganjar eeh partainya dukung kakak ketum,bang ade armando politis cari aman jepit udah koar koar dukung ganjar eeh partai dukung kakak tum,positif
karakter politisi nasib pemilih harihari terkecuali yg ring amp jabatan kementrian bumn dll rewel mengejar jabatan,karakter politis nasib pilih harihari kecuali yg ring amp jabat tri bumn dll rewel kejar jabat,positif
politisi psi mengakui psi partainya jokowi,politis psi aku psi partai jokowi,netral
koko pakuwon mall sabi pengacara designer businessmen kalo member udh cocok politisi,koko pakuwon mall sabi acara designer businessmen kalo member udh cocok politis,netral
politisi dipercaya aneh lu,politis percaya aneh lu,positif
alam modal politisi handal retorikanya menarik perhatian amp simpatik orang anakanak karakter yg kalah uniknya pemimpin republik memproduksi anak berkualitas selamat,alam modal politis handal retorika tarik perhati amp simpatik orang anakanak karakter yg kalah unik pimpin republik produksi anak kualitas selamat,positif
deal kurangi syaratnya point yg penuhi tdk buku bajakan ubah tarif pajak royalti buku sy bagikan juta buku janji tere liye serius janji politisi,deal kurang syarat point yg penuh tdk buku baja ubah tarif pajak royalti buku sy bagi juta buku janji tere liye serius janji politis,netral
pemilu politisi oportunis ketimbang mempertahankan idelogi,milu politis oportunis ketimbang tahan idelogi,positif
yg menohok ya sperti kmbali cuitaanyasulit mmpercayai lg politisi yg plin plan sperti iniapalgi bicara kapabel cawapres yg didukung,yg tohok ya sperti kmbali cuitaanyasulit mmpercayai lg politis yg plin plan sperti iniapalgi bicara kapabel cawapres yg dukung,positif
maksa banget nempelin seleb politisi dunia kek maksain makan ayam ngaku,maksa banget nempelin seleb politis dunia kek maksain makan ayam ngaku,netral
thats true sih klo karna n pamannya byk politisi muda berprestasi n berpengalaman tp gak semeroket yg bikin muak org petinggi partainya pd mbanggakan nafsu kekuasaan,thats true sih klo karna n paman byk politis muda prestasi n alam tp gak roket yg bikin muak org petinggi partai pd mbanggakan nafsu kuasa,positif
emang elo bukti bang adian hasto ngasih bukti elo elo gembel gue shngga ngomong mbak puan politisi yg dgn komunikasinya utk redam publim janganjangan elo bazer recehannya wokwok,emang elo bukti bang adi hasto ngasih bukti elo elo gembel gue shngga ngomong mbak puan politis yg dgn komunikasi utk redam publim janganjangan elo bazer receh wokwok,positif
orang menomorduakan moral etika keadilan perdamaian persatuan cebong orang indonesia cebong kadrun politisi polisi buruh amp asn guru amp ustadz lainlain,orang menomorduakan moral etika adil damai satu cebong orang indonesia cebong kadrun politis polisi buruh amp asn guru amp ustadz lainlain,negatif
nggak apaapa yg konsisten perjuangannya bangsa politisi ngga konsisten menjilat kiri kanan,nggak apaapa yg konsisten juang bangsa politis ngga konsisten jilat kiri kanan,positif
politisi munafiq,politis munafiq,netral
bayangkan kalo kosakata dlm bhs indonesia betapa riuh bacot politisi memermak junjungannya,bayang kalo kosakata dlm bhs indonesia betapa riuh bacot politis permak junjung,positif
efek politik dinasti salah terpecahnya kedaulatan negar pulau yg negara jdi mendirikan pemerintahan yg membentuk negara sbb karna kekayaan negar hny nikmati politisi,efek politik dinasti salah pecah daulat negar pulau yg negara jdi diri perintah yg bentuk negara sbb karna kaya negar hny nikmat politis,negatif
pengamat b ahli p politisi n s yg mutermuter gantian channel sandiwaranya orang pinter orang bodoh mudah ditipu diarahkan tujuan badut pemilik channe host narsum pelawak,amat b ahli p politis n s yg mutermuter ganti channel sandiwara orang pinter orang bodoh mudah tipu arah tuju badut milik channe host narsum lawak,positif
rakyat cerdas rakyat hati menilai kelakuan politisi menciderai hati nurani dikemas narasi seleksi alam,rakyat cerdas rakyat hati nilai laku politis menciderai hati nurani kemas narasi seleksi alam,positif
politisi partai solidaritas indonesia psi psi dukungan pasangan calon prabowo subianto gibran rakabuming raka pilpres selengkapnya,politis partai solidaritas indonesia psi psi dukung pasang calon prabowo subianto gibran rakabuming raka pilpres lengkap,positif
